name,Kind,Alcohol,Aroma,Taste,Finish
죠키겐 유즈슈,"리큐르, 사케",8.0,"유자, 과일, 상큼한","쌀, 가벼운, 상큼한","상쾌한, 시트러스, 달콤한"
바카디 모히토,리큐르,18.0,"라임, 달콤한, 허브","라임 모히또, 상큼한","달콤한, 상큼한, 라임"
베드렌 수퍼카시스,리큐르,17.5,"블랙커런트, 블루베리, 라즈베리","블랙커런트, 쌉쌀한","달콤한, 부드러운"
바카디 모히토,리큐르,17.5,"라임, 달콤한, 허브","라임 모히또, 상큼한","달콤한, 민트"
아가베로,리큐르,32.0,"은은한, 달콤한, 바닐라","아가베, 허브, 후추","상쾌한, 긴 여운, 오크"
아이엠더문,"우리술, 리큐르",17.0,"상큼한, 열대 과일, 베리","망고, 자몽, 파인애플","달콤한, 풍부한, 향기로운"
데드맨스 핑거 라즈베리,리큐르,37.5,"시트러스, 딸기","달콤한, 상큼한, 레드베리","향신료, 라즈베리, 바닐라"
미도리,리큐르,20.0,"꿀, 멜론, 잘 익은 과일","시트러스, 상큼한, 달콤한","풍성한, 부드러운, 과일"
볼스 피치,리큐르,17.0,"복숭아, 달콤한, 시트러스","잘 익은 과일, 핵과류, 상큼한","깔끔한, 부드러운, 가벼운"
볼스 블루 큐라소,리큐르,21.0,"오렌지, 시트러스, 감귤 껍질","달콤한, 쌉쌀한, 상큼한","깔끔한, 부드러운, 감미로운"
디카이퍼 크림 드 카카오 브라운,리큐르,24.0,"초콜릿, 캐러멜, 호두","풍부한, 바닐라","부드러운, 풍부한, 강렬한"
보그만 1772,리큐르,39.0,"약초, 정향, 감초","생강, 나무껍질, 허브","감칠맛, 쌉쌀한, 흙내음"
디카이퍼 크림 드 민트 화이트,리큐르,24.0,"민트, 박하, 허브","끈적한, 산뜻한, 달콤한","상쾌한, 산뜻한"
모차르트 화이트 초콜릿,리큐르,15.0,"바닐라, 캐러멜, 커피","화이트 초콜릿, 코코아","스모키, 달콤한"
토스키 아마레또,아몬드 리큐르,28.0,"아몬드, 호박, 견과류","고소한, 견과류, 달콤한","쌉쌀한, 긴 여운, 섬세한"
티아 마리아,커피 리큐르,20.0,"바닐라, 캐러멜, 벌꿀","커피, 코코아, 사탕수수","설탕, 섬세한, 복합적인"
라쿠엔 유즈슈,"사케, 리큐르",8.5,"유자, 향긋한","유자, 달콤한","가벼운, 상쾌한"
츠쿠시 우메슈,과일 리큐르,12.0,"매실, 부드러운","상큼한, 균형 잡힌","긴 여운, 달콤한"
페트론 XO 카페,리큐르,35.0,"커피, 초콜릿","용설란, 커피, 초콜릿","부드러운, 바닐라"
업타운 블루 하와이안,리큐르(과일),13.9,"코코넛, 잘 익은 과일, 시트러스","열대 과일, 과일 주스, 파인애플","달콤한, 산뜻한, 부드러운"
인어교주해적술,"우리술, 리큐르",15.0,"포도, 과일, 신선한","상큼한, 달콤한, 가벼운","깔끔한, 부드러운, 산미"
츠루우메 유즈,"리큐르, 사케",7.0,유자,"달콤한, 상큼한, 유자","감칠맛, 부드러운"
잭 다니엘스 애플,리큐르,35.0,"청사과, 가벼운, 오크, 바닐라, 달콤한","꿀, 잘 익은 배, 커스터드, 오렌지 껍질","가벼운 스모키, 졸인 사과, 부드러운, 달콤한"
디카이퍼 워터멜론,리큐르,15.0,수박,"달콤한, 신선한",상큼한
디카이퍼 엘더플라워,리큐르,15.0,"꽃, 과일","꿀, 시트러스, 잘 익은 과일","달콤한, 풍부한"
캄파리,리큐르,25.0,"오렌지 껍질, 복합적인, 허브","오렌지, 허브, 나무 뿌리, 달콤한, 달콤한, 쌉쌀한","긴 여운, 허브"
츠루우메 유즈 1.8L,"리큐르, 사케",7.0,유자,"달콤한, 상큼한, 유자","감칠맛, 부드러운"
디카이퍼 크림 드 카카오 화이트,리큐르,24.0,"바닐라, 아몬드, 호두",초콜릿,"달콤한, 섬세한"
디카이퍼 애프리콧 브랜디,리큐르,24.0,"과일, 살구","달콤한, 상큼한","싱그러운, 진한"
디카이퍼 트리플 섹,리큐르,40.0,"오렌지, 시트러스, 감귤",오렌지,달콤한
디카이퍼 버터스카치,리큐르,15.0,"캐러멜, 버터스카치","부드러운, 달콤한","긴 여운, 달콤한"
디카이퍼 바나나,리큐르,24.0,"바나나, 과일","균형 잡힌, 감칠맛, 부드러운","스파이시, 긴 여운, 부드러운"
베일리스,리큐르,17.0,"밀크 초콜릿, 카페라떼","다크 초콜릿, 카페라떼, 견과류, 코코아","넛맥, 부드러운, 진한, 모카"
스카비 & 레이 리몬첼로,리큐르,25.0,"레몬, 레몬 제스트, 감귤, 시트러스","레몬, 달콤한, 상큼한","레몬, 달콤한, 커스터드"
베네딕틴 돔,리큐르,40.0,"허브, 향신료, 시트러스","달콤한, 꿀, 소나무","아몬드, 풍부한, 복합적인"
푸에고 발리리오,리큐르(시나몬),25.0,"시나몬, 위스키",시나몬,"스파이시, 감칠맛"
카파리,리큐르,20.0,"바닐라빈, 커피, 강렬한, 초콜릿","검은 과일, 진한, 커피","진한, 깊은, 풍부한"
강소백 매견,리큐르,12.0,"매실, 매화, 꽃","상큼한, 달콤한, 핵과류","부드러운, 긴 여운"
모차르트 초콜릿 크림,리큐르,17.0,"달콤한, 진한, 바닐라, 코코아","부드러운, 밀크 초콜릿","풍부한, 부드러운, 긴 여운"
지브스,리큐르(과일),17.5,"딸기, 라즈베리, 붉은 과일","딸기, 달콤한","긴 여운, 부드러운, 사탕"
핫 아이리시맨 수페리오레 아이리시 커피,커피 리큐르,21.0,"로스팅한 커피, 흑설탕, 캐러멜","커피, 달콤한","향긋한, 진한, 부드러운"
카파리,리큐르,20.0,"바닐라빈, 커피, 강렬한","검은 과일, 초콜릿, 달콤한","진한, 깊은, 풍부한"
신 유즈,"사케, 리큐르",8.0,"라임, 레모네이드, 감귤","유자, 감귤, 레몬","산뜻한, 달콤한, 부드러운"
예거마이스터,리큐르,35.0,"체리, 초콜릿, 감초, 꽃","콜라 젤리, 다크 초콜릿, 자두, 계피, 생강, 말린 민트","초콜릿, 콜라, 감초, 스파이시"
호세 쿠엘보 마가리타,리큐르,18.0,"라임, 오크, 용설란","감귤류, 라임, 시트러스","달콤한, 상큼한, 스파이시"
호세 쿠엘보 마가리타,리큐르,18.0,"라임, 용설란, 오크","감귤류, 라임, 시트러스","달콤한, 상큼한, 스파이시"
에반 윌리엄스 애플,리큐르,32.5,"신선한, 청사과, 버번","사과, 캐러멜, 달콤한, 향신료","부드러운, 긴 여운, 복합적인"
캄파리,리큐르,25.0,"오렌지 껍질, 복합적인, 허브","달콤한, 쌉쌀한, 오렌지, 허브, 나무 뿌리",긴 여운
예거마이스터,리큐르,35.0,"정향, 허브","시나몬, 민트","바닐라, 진득한"
에반 윌리엄스 허니,리큐르,32.5,"꿀, 버번, 시트러스","달콤한, 오렌지","부드러운, 마시기 쉬운"
베일리스,리큐르,17.0,밀크 초콜릿,"견과류, 다크 초콜릿, 카페라떼",넛맥
미도리,리큐르,20.0,"꿀, 멜론","시트러스, 상큼한, 달콤한","풍성한, 부드러운, 과일"
데드맨스 핑거 라즈베리,리큐르,37.5,레몬,"달콤한, 라즈베리, 사프란 케이크","향신료, 라즈베리, 바닐라"
그랑 마르니에,리큐르,40.0,"오렌지 껍질, 바닐라",달콤한,"복합적인, 오렌지"
에반 윌리엄스 파이어,리큐르,32.5,"시나몬, 멜론, 향신료","꿀, 시나몬, 스파이스","부드러운, 달콤한"
잭 다니엘스 애플,리큐르,35.0,청사과,"꿀, 커스터드, 잘 익은 배","졸인 사과, 가벼운 스모키"
아페롤,리큐르,11.0,"오렌지, 바닐라, 허브","오렌지, 우아한, 허브, 달콤한, 쌉쌀한","부드러운, 쌉쌀한"
코앵트로,리큐르,40.0,"신선한, 오렌지","쌉쌀한, 과일, 허브, 달콤한, 바닐라",복합적인
볼스 핑크 자몽,리큐르,17.0,"자몽, 시트러스, 신선한","자몽, 시트러스","상쾌한, 달콤한, 신선한, 시트러스"
볼스 피치,리큐르,17.0,복숭아,"잘 익은 복숭아, 오렌지","달콤한, 부드러운, 상쾌한"
에반 윌리엄스 파이어,리큐르,32.5,"시나몬, 멜론, 달콤한","꿀, 눅진한, 향신료, 스파이스","긴 여운, 따뜻한, 온화한"
에반 윌리엄스 허니,리큐르,32.5,"벌꿀, 시트러스, 향긋한","달콤한, 오렌지, 바닐라","긴 여운, 스파이시, 가벼운 스모키"
볼스 핑크 자몽,리큐르,17.0,"자몽, 시트러스, 오렌지","자몽, 상큼한, 쌉쌀한","달콤한, 부드러운, 가벼운"
오매락퍽 세레머니주 40,"우리술, 리큐르",40.0,"매실, 배, 과일","부드러운, 강렬한, 알코올","은은한, 달콤한, 깊은"
동강 더덕주,"우리술, 리큐르",20.0,"인삼, 달콤한, 꽃","알싸한, 은은한, 가벼운","나무, 스파이시, 허브"
제이엠티 16,"리큐르, 우리술",16.0,"자두, 과일, 향긋한","달콤한, 상큼한, 진한","은은한, 부드러운, 풍성한"
미스터 보스턴 멜론,리큐르,17.0,"허니듀, 멜론, 시트러스","풍부한, 달콤한, 신선한","가벼운, 달콤한, 멜론"
디카이퍼 크림 드 카페,리큐르,20.0,"로스팅한 커피, 달콤한, 다크 초콜릿","달콤한, 진한, 커피","커피, 초콜릿, 바닐라"
도원결의 25%,리큐르,25.0,"복숭아, 과일","달콤한, 산뜻한, 상큼한","부드러운, 은은한"
아이엠더문,"리큐르, 우리술",17.0,"사과, 포도, 망고, 블러드 오렌지, 딸기","달콤한, 새콤한, 과일, 쥬시","향기로운, 청량한, 풍부한"
원매 프리미엄 15%,리큐르,15.0,"달콤한, 상큼한, 매실, 과일","달콤한, 매실, 균형 잡힌","가벼운, 진한"
어떤유자06,"우리술, 리큐르",6.0,"유자, 향긋한, 강렬한","달콤한, 상큼한, 신선한","유자, 산뜻한, 풍부한"
스탬베코 티라미수,커피 리큐르,23.0,"코코아, 커피, 치즈","비스킷, 티라미수, 달콤한","부드러운, 걸쭉한, 진한"
스타리노 오렌지,오렌지 리큐르,17.0,"리치, 오렌지, 시트러스","복숭아, 허브, 상큼한","달콤한, 열대 과일, 밝은"
꿀샘 16,리큐르,16.0,"꿀, 생강, 향긋한, 레몬","달콤한, 균형 잡힌","꿀, 부드러운, 깔끔한"
얼데스로어 파이게,리큐르,16.0,"무화과, 우아한, 달콤한","부드러운, 깔끔한, 설탕","은은한, 향긋한, 긴 여운"
스다치 레이슈,"사케, 리큐르",10.0,"레몬, 귤, 라임","상큼한, 시트러스, 산미","가벼운, 깔끔한, 산미"
츠루우메 슷빠이,"리큐르, 사케",11.0,"매실, 상큼한, 달콤한","가벼운, 새콤한, 감칠맛","부드러운, 깔끔한, 산미"
아가베로,리큐르,32.0,"캐모마일, 아니스, 젖은 돌","풍부한, 꽃, 허브","부드러운, 은은한, 잔잔한"
행복한상상 초코향,"우리술, 리큐르",15.0,"초콜릿, 사과, 복숭아","달콤한, 부드러운, 진한","초콜릿, 은은한, 과일"
벨로틴 피넛 버터 초콜릿 리큐르,리큐르,30.0,"땅콩 버터, 버번, 다크 초콜릿","바닐라, 견과류, 고소한","스모키, 부드러운, 메이플 시럽"
엑스레이티드 민니,리큐르,17.0,"자몽, 시트러스, 향긋한","망고, 오렌지, 패션프루트","달콤한, 상큼한, 진한 여운"
볼스 아마레또,리큐르,24.0,"아몬드, 달콤한, 고소한","아몬드, 땅콩, 캐러멜","견과류, 달콤한"
볼스 트리플 섹,리큐르,38.0,"오렌지, 감귤, 시트러스","달콤한, 쌉쌀한",오렌지 껍질
술샘 16%,"리큐르, 오미자",16.0,"오미자, 화사한, 향긋한","달콤한, 쌉쌀한, 베리","부드러운, 깔끔한, 긴 여운"
이강주 29호,"리큐르, 우리술",25.0,"대나무, 한약재, 풀내음","알싸한, 달콤한, 곡물","부드러운, 은은한, 복합적인"
캄파리,리큐르,25.0,"복합적인, 오렌지 껍질, 허브","나무 뿌리, 오렌지, 허브, 달콤한, 달콤한, 쌉쌀한","긴 여운, 허브"
노니노 프루넬라 만돌라타,리큐르,33.0,"자두, 아몬드, 허브","달콤한, 쌉쌀한, 가벼운","부드러운, 자두, 섬세한"
디카이퍼 블루베리,리큐르,15.0,"블루베리, 블랙커런트, 신선한","달콤한, 블루베리, 깔끔한","달콤한, 블루베리, 진한 여운"
오매락 지관,리큐르,40.0,"은은한, 매실, 매화","달콤한, 감칠맛, 화사한","부드러운, 깔끔한, 개운한"
미스터 보스턴 블루 큐라소,리큐르,15.0,"오렌지 껍질, 상쾌한, 시트러스","상큼한, 달콤한, 오렌지","달콤한, 쌉쌀한, 오렌지"
와우라 바이올렛,리큐르,16.0,"과일, 다채로운, 신선한, 포도","풍부한, 달콤한, 싱그러운","알코올감, 조화로운"
아그와 디아블로,리큐르,20.0,"생강, 오렌지, 코카, 향신료","말린 과일, 오렌지, 허브","달콤한, 부드러운, 쌉쌀한"
엑스레이티드,리큐르,17.0,"시트러스, 자몽, 향긋한","망고, 오렌지, 패션프루트","긴 여운, 달콤한, 상큼한"
파이어볼 콜렉터스,리큐르,33.0,"계피, 민트, 정향","계피, 달콤한, 오렌지, 소나무","스파이시, 긴 여운"
바카리 삼부카,리큐르,38.0,"감초, 허브, 회향, 스파이스","후추, 후추, 후추, 후추, 후추, 후추, 후추, 달콤한, 쌉쌀한, 아니스, 감초","스파이시, 후추"
캄파리,리큐르,25.0,"오렌지 껍질, 복합적인, 허브","오렌지, 허브, 나무 뿌리, 달콤한, 허브, 쌉쌀한","긴 여운, 허브"
압생트 55,리큐르,55.0,"허브, 쑥, 펜넬","쌉쌀한, 달콤한, 강렬한","허브, 긴 여운, 긴 여운"
베일리스,리큐르,17.0,"복합적인, 초콜릿, 바닐라, 아이리시 위스키","풍부한, 크림, 바닐라, 부드러운, 달콤한","크림, 부드러운, 달콤한, 은은한, 따뜻한"
스카비 & 레이 리몬첼로,리큐르,25.0,"신선한, 향긋한, 레몬 제스트","레몬즙, 달콤한, 상큼한, 쌉쌀한","깔끔한, 향긋한, 새콤한"
츠루우메 나츠미캉 1.8L,"리큐르, 사케",7.0,"과일, 감귤","달콤한, 감귤, 상큼한, 시트러스","감귤, 상큼한"
코자에몽 준마이 유즈,"리큐르, 사케",8.5,"새콤한, 달콤한, 유자","상큼한, 가벼운, 과일 주스","부드러운, 은은한, 고소한"
키라키라 타이요 키위,리큐르,5.5,"새콤한, 달콤한, 키위","가벼운, 부드러운, 감칠맛","향긋한, 풍부한, 상쾌한"
키라키라 타이요 파인애플,리큐르,5.5,"달콤한, 열대 과일, 파인애플","새콤한, 신선한, 풍부한","풍선껌, 가벼운, 부드러운"
키라키라 타이요 바나나,리큐르,5.5,"열대 과일, 달콤한, 바나나","부드러운, 크리미, 향긋한","가벼운, 은은한, 새콤한"
키라키라 타이요 딸기,리큐르,5.5,"딸기, 달콤한, 향기로운","체리, 라즈베리, 산딸기","가벼운, 부드러운, 딸기 잼"
올레 스모키 피넛 버터 위스키 리큐르,리큐르,30.0,"위스키, 오크, 견과류","땅콩 버터, 달콤한, 고소한","부드러운, 은은한, 크리미"
올레 스모키 솔티 캐러멜 위스키 리큐르,리큐르,30.0,"위스키, 오크, 초콜릿","솔티드 캐러멜, 달콤한","부드러운, 짭짤한, 깔끔한"
디종 누아,호두 리큐르,18.0,"호두, 견과류, 진한","달콤한, 고소한, 당밀","부드러운, 눅진한, 묵직한"
푸에고 발리리오,시나몬 리큐르,25.0,"시나몬, 진한, 당밀","스파이시, 달콤한, 계피","강렬한, 복합적인, 눅진한"
이강주,"우리술, 리큐르",25.0,"대나무, 한약재","알싸한, 달콤한, 부드러운","깔끔한, 상쾌한"
프랑소와 페이로 카페 & 꼬냑 리큐르,리큐르,24.0,"로스팅한 커피, 다크 초콜릿, 코코아, 바닐라, 향신료","복합적인, 커피, 꼬냑, 달콤한","따뜻한, 꼬냑, 부드러운, 긴 여운"
베일리스 벌스데이 케이크,리큐르,17.0,"바닐라, 크림, 케이크","부드러운, 달콤한, 진한","긴 여운, 견과류, 캐러멜"
호세 쿠엘보 마가리타,리큐르,18.0,"라임, 용설란, 딸기","레몬, 열대 과일, 시트러스","달콤한, 상큼한, 코코넛"
솔송주 40% 와당 도자기,리큐르,40.0,"은은한, 솔잎, 허브","감미로운, 감칠맛, 향기로운","부드러운, 긴 여운, 깔끔한"
불 소곡주,"리큐르, 우리술",43.0,"은은한, 쌀, 구수한","누룩, 알싸한, 감칠맛","부드러운, 개운한, 긴 여운"
오디여라,"리큐르, 우리술",25.0,"오디, 달콤한, 오크","쌉쌀한, 다크 초콜릿, 감칠맛","깔끔한, 매콤한, 훈연"
몽 레브 오로라,"리큐르, 우리술",15.0,"달콤한, 열대 과일, 다채로운","새콤한, 과일, 상큼한","알코올감, 경쾌한, 은은한 탄산감"
몽 레브 라바,"리큐르, 우리술",15.0,"수박, 향긋한, 과일","새콤한, 달콤한, 상큼한","경쾌한 탄산, 은은한, 상쾌한"
한비 오가피술,"리큐르, 우리술",35.0,"한약재, 누룩, 쌀","쌉쌀한, 쌀 고유의 단맛, 곡물","알코올감, 알싸한, 긴 여운"
