name,Kind,Alcohol,Aroma,Taste,Finish
토마틴 CS,싱글몰트 위스키,57.5,"달콤한, 시럽, 생강","비스킷, 캐러멜, 오크, 스파이시","강렬한, 긴 여운, 스파이시"
맥미라 스벤스크 에크 싱글몰트 위스키,스웨덴 싱글몰트 위스키,46.1,"프루티, 시트러스, 서양 배, 사과, 꿀, 가벼운 오크, 버터, 토피","생강, 블랙 페퍼, 구운 오크, 허브, 꿀, 캐러멜","다크 초콜릿, 달콤한"
맥미라 인텔리전스 싱글몰트 위스키,스웨덴 싱글몰트 위스키,46.1,"프루티, 그린 애플, 꿀, 바닐라, 버터스카치","바닐라 퍼지, 시트러스, 후추, 오크, 피트, 스모키, 주니퍼 베리, 청량한","달콤한, 시트러스, 스모키, 오크"
글렌 스코샤 16년,싱글몰트 위스키,46.0,"피트, 신선한, 복숭아, 나무","오렌지 껍질, 유칼립투스, 땅콩, 짭짤한","몰트, 바닐라, 향신료, 흙내음"
글렌 스코샤 캠벨타운 하버,싱글몰트 위스키,40.0,"토피, 짭짤한, 헤더 꽃, 바다 내음","사과 푸딩, 바다 내음, 풀, 플로럴","달콤한, 스모키"
글렌 스코샤 더블 캐스크,싱글몰트 위스키,46.0,"토피, 사과, 복숭아, 캐러멜, 달콤한","민트, 달콤한, 스파이시","피트, 스모키, 긴 여운, 깔끔한, 스파이시"
라가불린 10년,싱글몰트 위스키,43.0,"피트, 젖은 흙, 사과, 짭짤한, 해초, 사과","아몬드, 스모키, 버터스카치","스파이시, 코코아, 바닐라, 배, 풋사과"
라프로익 셀렉트,싱글몰트 위스키,40.0,"꿀, 복숭아, 과일, 나무","바닐라, 꿀, 스모키",달콤한
아벨라워 16년,싱글몰트 위스키,40.0,"견과류, 건포도, 스파이시, 달콤한","오크, 은은한, 달콤한, 자두, 플로럴, 스파이시","꿀, 긴 여운"
글렌파클라스 105 CS,싱글몰트 위스키,60.0,"달콤한, 오크, 사과, 서양 배, 견과류, 토피","대담한, 스파이시, 오크, 셰리, 과일","따뜻한, 후추, 실키, 스모키"
아드벡 언 오,싱글몰트 위스키,46.6,"바닐라, 복숭아, 토피, 향신료","초콜릿, 허브, 차, 스모키","스모키, 강렬한, 향신료"
크라이넬리쉬 14년,싱글몰트 위스키,46.0,"꽃, 강렬한, 스모키, 시트러스, 감귤","오렌지, 달콤한, 과일, 바닐라, 밀랍","스파이시, 오크, 달콤한, 피트, 스모키, 긴 여운"
부나하벤 토흐카흐,싱글몰트 위스키,46.3,"피트, 진한, 오크, 셰리","온화한, 피트, 달콤한, 셰리, 진한, 오크, 섬세한, 후추","단단한 구조감, 긴 여운"
부나하벤 크루아모나,싱글몰트 위스키,50.0,"신선한, 피트, 바닐라, 건초, 핵과류","부드러운, 몰트, 스모키, 후추, 해조류, 짭짤한","미역, 향신료, 강한 스모키"
더 와이즈맨 라이,라이 위스키,50.4,"스파이시, 호밀, 계피","버터, 토스트, 캐러멜","호두, 토스트, 오크"
더 와이즈맨 버번,버번 위스키,45.4,"캐러멜, 잔디, 땅콩","토피, 캐러멜, 몰트, 라즈베리","호밀, 가죽, 시트러스, 감귤"
데이비드 니콜슨 버번 1843,버번 위스키,50.0,"꿀, 버터, 바닐라","나무, 스모키, 감칠맛, 부드러운","긴 여운, 고소한"
데이비드 니콜슨 버번 리저브,버번 위스키,50.0,"바닐라, 달콤한, 꿀, 토스트","부드러운, 꿀, 바닐라, 우아한, 다크 초콜릿","토스트, 긴 여운, 달콤한"
데이비스 카운티 스트레이트 버번,버번 위스키,48.0,"꿀, 바닐라, 캐러멜","오크, 캐러멜, 크래커, 오렌지","스파이스, 긴 여운, 따뜻한, 달콤한"
데이비스 카운티 까베르네 소비뇽 캐스크,버번 위스키,48.0,"꿀, 바닐라, 캐러멜","과일, 바닐라, 오크, 건포도","갈색 설탕, 크래커, 긴 여운"
데이비스 카운티 프렌치 캐스크,버번 위스키,48.0,"꿀, 바닐라, 캐러멜","오크, 부드러운, 초콜릿, 꽃","열대 과일, 스파이스, 긴 여운, 따뜻한"
라벨 5 하이볼,블렌디드 위스키,40.0,"과일, 구운 빵, 섬세한, 피트","과일, 균형 잡힌, 바닐라, 스모키","긴 여운, 부드러운, 우드, 스모키"
조니워커 블루 토끼띠 엔젤 첸 인그레이빙,블렌디드 위스키,46.0,"바닐라, 신선한, 과일","말린 과일, 열대 과일, 피트","균형 잡힌, 피트"
카듀 12년,싱글몰트 위스키,40.0,"꽃, 바닐라, 과일, 시나몬","달콤한, 꿀, 바닐라, 초콜릿","사과, 우드, 스파이시, 시나몬"
엘리먼츠 오브 아일라 CL14,싱글몰트 위스키,50.1,"과일 잼, 붉은 베리류, 가벼운 스모키, 숯불","벌꿀, 짭짤한, 오일리한, 구운 고기","스모키, 보리, 피트, 다크 초콜릿, 긴 여운"
밀크앤허니 에이펙스 ex-데킬라 캐스크,싱글몰트 위스키,53.2,"오렌지 껍질, 키위, 산사나무","코코아, 칠리, 제라늄","흙내음, 스파이시, 올스파이스, 참깨, 귤"
밀크앤허니 에이펙스 ex-알바 캐스크,싱글몰트 위스키,53.4,"딸기, 요거트, 마시멜로, 스모키","커스터드, 바다 내음, 짭짤한","녹차, 파인애플, 빵, 숯"
밀크앤허니 에이펙스 오렌지 와인 캐스크,싱글몰트 위스키,57.0,"꽃, 레몬, 꿀, 호박","진저 캔디, 밀크 초콜릿, 말린 사과","캐모마일, 타닌, 클로브"
폴존 클래식 셀렉트 캐스크,싱글몰트 위스키,55.2,"몰트, 프루티, 꿀, 오크","몰트, 마누카 꿀, 감초, 구운 설탕","우아한, 데메라라 설탕, 따뜻한, 부드러운"
폴존 피티드 클래식 셀렉트 캐스크,싱글몰트 위스키,55.5,"미네랄리티, 흙내음, 스모키, 피트, 달콤한","카카오, 부드러운, 향신료, 크리스피한, 데메라라 설탕, 스모키, 견과류","감귤, 시트러스, 마멀레이드, 코코아, 섬세한"
폴존 올로로쏘 셀렉트 캐스크,싱글몰트 위스키,48.0,"셰리, 오렌지, 복숭아, 살구","견과류, 초콜릿, 멜론, 케이크","향신료, 모카, 다크 초콜릿, 긴 여운, 달콤한"
폴존 PX 셀렉트 캐스크,싱글몰트 위스키,48.0,"무화과, 살구, 바나나","몰트, 과일, 버터스카치, 말린 과일, 케이크","초콜릿 퍼지, 오렌지 껍질, 견과류, 이국적인"
아란 25년,싱글몰트 위스키,46.0,"육두구, 오크, 무화과, 블랙 체리","구운 아몬드, 시나몬, 과일 케이크, 오렌지, 마누카 꿀, 구운 살구","다크 초콜릿, 호두, 화이트 페퍼, 스파이시"
잉글리쉬 싱글몰트 위스키 오리지널,싱글몰트 위스키,43.0,"화사한, 열대 과일","산뜻한, 바닐라, 진저","몰트, 견과류"
잉글리쉬 싱글몰트 위스키 스모키,싱글몰트 위스키,43.0,"화사한, 스모키, 프루티","아니스, 피트, 바닐라","긴 여운, 스모키"
틸링 싱글몰트 아이리쉬 위스키,아이리쉬 싱글몰트 위스키,46.0,"멜론, 무화과, 토피, 레몬, 향신료","말린 과일, 바닐라, 파인애플, 열대 과일, 시트러스, 감귤","복숭아, 생강, 달콤한, 복합적인, 긴 여운"
카발란 엑스 버번 오크,싱글몰트 위스키,46.0,"바닐라, 열대 과일, 코코넛, 향신료","바닐라, 오크, 향신료, 달콤한","균형 잡힌, 복합적인, 부드러운"
템플턴 라이 6년,라이 위스키,45.8,"설탕, 과일, 오크, 꽃, 체리, 바닐라, 청사과","풀, 캐러멜, 토피, 버터스카치","깔끔한, 부드러운, 스파이시"
암룻 인디언,싱글몰트 위스키,46.0,"꿀, 균형 잡힌, 쌉쌀한, 스파이시, 토피넛, 달콤한","사탕수수, 감초, 당밀, 몰트, 달콤한","토피넛, 부드러운, 달콤한"
암룻 피티드 인디언,싱글몰트 위스키,46.0,"시트러스, 가죽, 스모키, 피트","피트, 스파이시, 사탕수수, 당밀","진한, 바닐라, 깔끔한, 피트"
티모러스 비스티 토끼해,블렌디드 몰트 위스키,50.0,"신선한, 과일, 올스파이스","꿀, 바닐라, 오렌지, 구운 몰트, 복숭아","긴 여운, 달콤한"
화이트 오크 위스키 아카시 레드,블렌디드 위스키,40.0,"과일, 꿀, 시리얼","건포도, 누룩, 복숭아, 아몬드","가벼운, 견과류, 과일, 꿀, 스파이시"
화이트 오크 위스키 아카시 블랙,블렌디드 위스키,40.0,"시리얼, 과일, 꿀, 우드","스파이시, 피트, 청량한, 서양 배","꿀, 견과류, 가벼운, 미네랄리티"
티모러스 비스티,블렌디드 몰트 위스키,46.8,"향신료, 꿀, 달콤한, 플로럴, 몰트","바닐라, 스파이시, 잘 익은 과일, 달콤한","달콤한, 오크"
글렌파클라스 105 CS,싱글몰트 위스키,60.0,"견과류, 달콤한, 서양 배, 오크, 토피, 사과","과일, 대담한, 셰리, 오크, 스파이시","따뜻한, 후추, 실키, 스모키"
포트샬롯 10년,싱글몰트 위스키,50.0,"꽃, 레몬 머랭, 바닐라 커스터드, 생강, 육두구, 정향, 캐러멜, 퍼지, 헤더","꿀, 레몬, 바닐라 커스터드, 짭짤한, 코코넛, 훈제 굴","망고, 몰트, 오렌지, 오크, 파이"
암룻 인디언 CS,싱글몰트 위스키,61.8,"비스킷, 커피, 설탕","버터, 보리, 오일리한, 진한, 시트러스, 달콤한, 쌉쌀한","우아한, 흑설탕, 코코아"
암룻 피티드 인디언 CS,싱글몰트 위스키,62.8,"후추, 버터, 짭짤한, 스모키, 보리","보리, 오크","감초, 당밀, 사탕수수, 피트"
피어스 파운더스 초이스 12년 싱글몰트,아이리쉬 위스키,43.0,"백도, 사과, 허브, 나무, 서양 배","레몬, 꿀, 말린 오렌지","생강, 정향, 부드러운"
퍼컬렌 10년 싱글 그레인,아이리쉬 위스키,40.0,"꿀, 스파이스, 버터, 아몬드, 시트러스, 감귤 껍질, 오렌지, 오크, 바닐라, 달콤한","과일, 달콤한, 오크","바닐라, 오크, 긴 여운"
레벨 옐 꼬냑 캐스크 피니시,버번 위스키,45.0,"오크, 체리, 토피, 감귤","캐러멜, 구운 설탕, 건포도, 오렌지","스파이시, 캐러멜, 긴 여운"
1776 올드 페퍼 싱글 배럴 라이,라이 위스키,55.0,"캐러멜, 버터, 오크, 후추, 시트러스, 감귤","오렌지, 꿀, 호밀, 허브, 스파이시","레몬, 호밀, 홍차, 긴 여운"
사제락 라이,라이 위스키,45.0,"바닐라, 스파이스, 클로브","스파이스, 시트러스, 달콤한",부드러운
하페니 오리지날 위스키 블렌드,아이리쉬 위스키,40.0,"자두, 시나몬, 깔끔한, 몰트","진저 케이크, 바닐라, 정향, 오렌지, 서양 배","케이크, 호밀"
피어스 디스틸러스 초이스 7년 블렌드,아이리쉬 위스키,43.0,"말린 과일, 스파이시, 시트러스, 달콤한, 과일 케이크","오크, 청포도, 서양 배","카카오, 정향, 커스터드, 말린 과일"
핀라간 아일라 싱글몰트 CS,싱글몰트 위스키,58.0,"가죽, 피트, 스모키","달콤한, 오일리, 풍부한, 피트, 레몬, 스모키","긴 여운, 따뜻한, 피트, 후추"
더 브루디 헨,블렌디드 위스키,40.0,"섬세한, 꿀, 버터스카치, 플로럴, 시트러스","캐러멜, 바닐라, 마누카 꿀","계피, 프렌치 토스트, 향신료"
보모어 10년,싱글몰트 위스키,40.0,"스모키, 과일, 다크 초콜릿","건포도, 대추, 무화과, 레몬","시트러스, 감귤, 초콜릿"
더 글렌그란트 15년 배치 스트렝스,싱글몰트 위스키,50.0,"꽃, 멜론, 사과, 시트러스, 감귤, 오크, 캐러멜","견과류, 꿀, 마멀레이드, 바닐라, 살구, 스파이시","긴 여운, 꿀, 몰트, 사과, 부드러운"
더 글렌그란트 21년,싱글몰트 위스키,46.0,"복숭아, 토피넛, 건포도","열대 과일, 버터","긴 여운, 크렘 브륄레"
디 오리지널 골드바 위스키,아메리칸 위스키,40.0,"신선한, 과일, 레드베리, 캐러멜, 꿀","부드러운, 스모키, 향신료","바닐라, 부드러운, 달콤한"
더 글렌그란트 아보랄리스,싱글몰트 위스키,40.0,"건포도, 오크, 몰트, 레몬, 꽃","버터스카치, 말린 과일, 스파이시, 바닐라","서양 배, 복합적인, 풍부한, 화사한"
잭 다니엘스 싱글 배럴 배럴 스트렝스,테네시 위스키,64.5,"달콤한, 시나몬, 시리얼, 옥수수, 향신료","건포도, 구운 바나나, 시나몬, 초콜릿","긴 여운, 후추"
발베니 더블우드 12년,싱글몰트 위스키,40.0,"과일, 셰리, 벌꿀, 바닐라","견과류, 계피, 셰리, 스파이스","긴 여운, 강렬한"
하이랜드 파크 10년 바이킹 스카즈,싱글몰트 위스키,40.0,"피트, 감귤, 시트러스, 꿀","바닐라, 피트, 꿀","바닐라, 스모키"
하이랜드 파크 16년 윙즈 오브 더 이글,싱글몰트 위스키,44.5,"가벼운 스모키, 오렌지, 셰리","무화과, 견과류, 초콜릿, 꿀, 부드러운 피트","긴 여운, 말린 과일, 따뜻한, 커피"
챕터7 블레어 아솔 12년,싱글몰트 위스키,52.5,"바닐라, 캐러멜, 푸딩","사과, 캐러멜, 라즈베리","오렌지, 우드, 긴 여운"
챕터7 크로니클 8년,싱글몰트 위스키,49.2,"부드러운, 피트, 복숭아","생강, 빵, 바나나, 달콤한","바닐라, 설탕, 피트"
레이디 오브 더 글렌 2010 부나하벤 12년 PX 피니쉬,싱글몰트 위스키,55.3,"견과류, 꿀, 셰리","바닐라, 꿀, 구운 사과, 셰리","견과류, 긴 여운, 검은 과일"
TSC 2014 달모어 7년 CS 올로로쏘 쿼터 캐스크,싱글몰트 위스키,59.7,"몰트, 말린 과일, 초콜릿","흑설탕, 계피, 육두구, 오크","몰트, 말린 과일, 견과류, 오크"
TSC 2013 글렌오드 8년 CS PX 쿼터 캐스크,싱글몰트 위스키,57.1,"오크, 달콤한, 토피","초콜릿, 말린 과일, 셰리","실키, 풍부한, 오일리"
TSC 2014 벤 네비스 7년 CS 올로로쏘 쿼터 캐스크,싱글몰트 위스키,58.0,"커피 콩, 란시오, 몰트, 감귤, 시트러스, 붉은 과일, 다크 초콜릿","커피 콩, 란시오, 몰트, 감귤, 시트러스, 붉은 과일, 다크 초콜릿, 팝콘, 오크","란시오, 몰트, 감귤, 시트러스, 붉은 과일, 오크"
TSC 2008 쿨일라 13년 CS 올로로쏘 쿼터 캐스크,싱글몰트 위스키,55.9,"피트, 라임, 몰트, 바닐라, 오크, 월계수, 녹차","달콤한, 피트, 라임, 몰트, 바닐라, 오렌지, 녹차","피트, 라임, 몰트, 바닐라, 긴 여운, 녹차"
TSC 2016 쿨일라 5년 CS PX 쿼터 캐스크,싱글몰트 위스키,57.6,"바다 내음, 피트, 젖은 흙, 오이, 화이트 와인","스모키, 피트, 라임, 백후추, 오크","몰트, 스모키, 피트, 짭짤한, 오크"
TSC 2014 부나하벤 스토이샤 7년 CS 라프로익 PX 혹스헤드,싱글몰트 위스키,61.3,"피트, 열대 과일, 바다 내음, 짭짤한, 젖은 흙, 오크, 몰트, 란시오, 붉은 과일, 육두구, 캐러멜","피트, 열대 과일, 바다 내음, 짭짤한, 파인애플, 건포도, 란시오, 피망, 육두구, 후추","피트, 스파이스, 건포도, 란시오, 후추, 캐러멜"
시바스 리갈 18년 리사,블렌디드 위스키,40.0,"풍부한, 과일, 버터, 캐러멜, 다크 초콜릿","꽃, 달콤한, 다크 초콜릿, 다크 초콜릿, 스모키","부드러운, 따뜻한"
믹터스 US*1 토스티드 배럴 피니쉬 사워 매시 위스키,아메리칸 위스키,43.0,"토피, 바닐라, 버터","꿀, 밀크 초콜릿, 말린 오렌지 껍질, 토스트","모닥불, 스파이시, 체리"
보머거스 데클러레이션 켄터키 스트레이트 버번 위스키,버번 위스키,54.0,"검붉은 과일, 흑설탕","토피, 다크 초콜릿, 향신료, 절인 과일","긴 여운, 강렬한"
쉥크스 홈스테드 켄터키 사워 매시 위스키,아메리칸 위스키,45.6,"당밀, 향신료, 우디","오크, 벌꿀, 은은한 후추, 말린 과일","섬세한, 부드러운, 우아한"
사마롤리 어프렌티스 2022,블렌디드 몰트 위스키,43.0,"과수원, 향신료, 로즈마리","타임, 민트, 몰트","생동감, 복합적인, 시리얼"
사마롤리 아데니슬 2022,블렌디드 몰트 위스키,50.0,"구운 빵, 치즈, 오레가노","참깨, 발사믹, 피트","효모, 몰트, 피트, 긴 여운"
사마롤리 아키텍투스 2022,블렌디드 위스키,45.0,"강렬한, 발사믹, 옅은 피트","말린 과일, 아몬드, 구운 피스타치오","균형 잡힌, 피트, 스모키"
사마롤리 1992 레칙 셰리,싱글몰트 위스키,43.0,"효모, 버터, 바베큐, 숲","스모키, 벽난로, 아몬드, 미네랄리티","헤이즐넛, 설탕에 절인 과일, 토스트"
스토크 클럽 스트레이트 라이 위스키,라이 위스키,45.0,"초콜릿, 오크, 베리류, 호밀","버터스카치, 진저, 모카, 부드러운, 따뜻한","오일리, 긴 여운, 다크 초콜릿"
스토크 클럽 풀 프루프 라이 위스키,라이 위스키,55.0,"캐러멜, 그레인","다크 초콜릿, 바닐라, 균형 잡힌",긴 여운
스토크 클럽 라이 몰트 위스키,라이 위스키,43.0,"초콜릿, 오크, 호밀, 베리류","호두, 다크 체리","다크 초콜릿, 풍부한, 긴 여운"
브룩라디 아일라 발리 2013,싱글몰트 위스키,50.0,"섬세한, 바닐라, 꿀, 메론, 미네랄리티, 천도 복숭아","바닐라, 토피, 오크, 생강, 감초","흑설탕, 말린 살구, 레몬, 오크, 피트"
고든 앤 맥페일 코노세어 초이스 2009 달유인 12년 CS,싱글몰트 위스키,57.3,"셰리, 스파이스, 과일 케이크","커피 콩, 딸기, 말린 과일, 아니스","헤이즐넛, 과일, 오크, 허브"
고든 앤 맥페일 코노세어 초이스 2008 쿨일라 13년,싱글몰트 위스키,58.8,"블랙 커런트 잼, 시나몬, 향신료, 스모키","사과, 라즈베리, 견과류, 짭짤한","흑후추, 과일, 피트"
로완스 크릭,버번 위스키,50.0,"올스파이스, 꽃, 풀, 바닐라, 캐러멜, 스피어민트","시나몬, 퍼지, 바닐라, 캐러멜, 콘 시럽","긴 여운, 오크, 레몬, 삼나무, 캐러멜, 베리"
시바스 리갈 18년,블렌디드 위스키,40.0,"말린 과일, 향신료, 버터, 토피","다크 초콜릿, 꽃, 스모키","긴 여운, 부드러운, 온화한"
포 로지스 싱글 배럴,아메리칸 위스키,50.0,"메이플 시럽, 바닐라, 배, 코코아, 향신료","자두, 체리","부드러운, 섬세한, 긴 여운"
임페리얼 12년,블렌디드 위스키,40.0,"바닐라, 사과","견과류, 과일, 달콤한, 부드러운, 캐러멜, 토피","꽃, 코코넛"
더 스무스 바이 임페리얼 17년,블렌디드 몰트 위스키,35.0,"바닐라, 사과, 캐러멜","달콤한, 부드러운, 과일, 토피, 견과류","꽃, 바닐라, 복숭아"
라프로익 10년,싱글몰트 위스키,40.0,"감초, 짭짤한, 달콤한, 스모키, 스파이스, 파워풀","레몬, 바닐라, 배, 해초, 향신료, 후추",대담한
임페리얼 트리뷰트,블렌디드 몰트 위스키,46.0,"달콤한, 셰리, 건포도, 열대 과일, 향긋한, 꽃","실키, 꿀, 셰리, 바닐라, 말린 과일","긴 여운, 스파이스, 균형 잡힌, 말린 과일, 약간의 스모키"
글렌피딕 12년,싱글몰트 위스키,40.0,"과일, 꽃, 서양 배, 오크","과일, 몰트, 버터스카치","달콤한, 부드러운, 스파이시"
글렌파클라스 15년,싱글몰트 위스키,46.0,"말린 과일, 버터스카치, 복합적인, 셰리","건포도, 견과류, 달콤한, 몰트, 셰리","긴 여운, 달콤한, 셰리, 크리스마스 케이크"
제임슨 스탠다드,아이리쉬 위스키,40.0,"마멀레이드, 바닐라, 퍼지","견과류, 고소한, 셰리, 스파이스","스파이시, 벌꿀, 달콤한"
조니워커 더블 블랙 로맨틱,블렌디드 위스키,40.0,"건포도, 과일, 스모키, 피트","바닐라, 스파이스, 진한","긴 여운, 스모키"
더글라스 랭 더블 배럴 그리핀 로우랜드 & 스페이사이드,블렌디드 몰트 위스키,46.0,"달콤한, 스모키","꿀, 시트러스, 감귤","향신료, 오렌지, 바닐라"
더글라스 랭 더블 배럴 머메이드 아일라 & 하이랜드,블렌디드 몰트 위스키,46.0,"케이크, 캐러멜, 참나무, 짭짤한","레몬 껍질, 버터, 피트","스모키, 긴 여운, 후추"
프로비넌스 쿨일라 9년 CS 익스클루시브 #2,싱글몰트 위스키,61.9,"오일리, 구운 오크, 바베큐, 훈연","흑설탕, 해초, 피트, 스모키, 달콤한","긴 여운, 모닥불, 피트, 오트밀"
휘슬러 블렌디드 몰트 위스키,블렌디드 위스키,42.8,"토피, 잘 익은 포도, 바닐라, 꿀","건포도, 파인애플, 버터스카치","스모키, 달콤한, 진득한, 후추"
인드리 싱글몰트 위스키,싱글몰트 위스키,46.0,"홍차, 오크, 바닐라, 캐러멜, 셰리에 절인 건포도","우아한, 신선한, 견과류, 포도, 꿀, 시트러스, 부드러운","긴 여운, 부드러운"
킬호만 스몰배치 릴리즈 코리아 배치 1,싱글몰트 위스키,49.0,"가벼운 스모키, 달콤한","꿀, 밤나무, 부드러운, 비스킷, 스모키","감초, 긴 여운, 스모키"
킬호만 마키어 베이 CS 2021,싱글몰트 위스키,58.3,"달콤한, 청사과, 열대 과일, 피트, 스모키","피트, 오렌지 껍질, 오일리, 오렌지, 감귤, 시트러스, 달콤한","오일리, 긴 여운, 바닐라, 스파이시, 나무, 후추"
고든 앤 맥페일 스페이몰트 2022 맥캘란 20년,싱글몰트 위스키,58.0,"건포도, 바닐라, 오렌지 오일, 흑설탕","과일 케이크, 구운 아몬드, 코코아","스파이스, 긴 여운, 오크, 베리"
글렌알라키 10년 CS 배치 8,싱글몰트 위스키,57.2,"모카, 호두, 헤더 꿀, 말린 과일","시나몬, 당밀, 벌집, 생강","다크 초콜릿, 육두구, 회향"
탈리스커 스톰,싱글몰트 위스키,45.8,"폭풍우, 강렬한, 생동감, 복합적인","레드베리, 달콤한, 몰트, 스모키, 짭짤한, 후추","짭짤한, 스모키, 과일, 시리얼, 후추"
탈리스커 스카이,싱글몰트 위스키,45.8,"오렌지, 배, 사과, 피트","과일, 스모키, 몰트, 후추","긴 여운, 온화한, 달콤한, 스파이시, 후추"
탈리스커 포트 리,싱글몰트 위스키,45.8,"신선한, 달콤한, 피트, 스모키, 오크, 풋사과","생강, 후추, 커피, 오크, 향신료","스파이시, 후추, 긴 여운, 피트, 오크"
글렌드로낙 15년,싱글몰트 위스키,46.0,"검붉은 과일, 마라스키노 체리, 비터 오렌지","셰리, 살구, 무화과, 체리","긴 여운, 마누카 꿀, 다크 초콜릿"
글렌드로낙 21년,싱글몰트 위스키,48.0,"블랙베리, 자두, 과일, 설탕에 절인 오렌지, 오크","셰리, 스파이시, 설탕에 절인 오렌지, 오트밀 쿠키","초콜릿, 푸딩, 자두, 시나몬, 피망, 긴 여운"
보모어 싱글 캐스크 26년,싱글몰트 위스키,46.0,"자두, 대추, 바닐라, 피트","부드러운, 과일, 바닐라, 피트, 커스터드","해조류, 오크, 긴 여운, 피트"
블라드녹 퓨어 스콧 시그니처 106,블렌디드 위스키,53.0,"토피, 보리, 생강","바닐라, 오렌지, 사과","스모키, 스파이스, 오크"
블라드녹 삼사라,싱글몰트 위스키,46.7,"바닐라 크림, 신선한, 사과, 꽃","바닐라 퍼지, 포도, 허브","풍부한, 오일리, 시트러스"
블라드녹 리오라,싱글몰트 위스키,52.2,"캐러멜, 토피, 말린 꽃","사과 파이, 향신료, 오크","긴 여운, 시트러스"
블라드녹 11년 버번 캐스크 2023,싱글몰트 위스키,46.7,"꿀, 시트러스, 감귤, 건초, 풀 내음","플로럴, 신선한, 사과, 스파이스","과일, 달콤한, 섬세한"
블라드녹 30년,싱글몰트 위스키,45.5,"말린 살구, 육두구, 꽃","오렌지, 아몬드, 마지팬","과일, 후추, 꽃"
고든 앤 맥페일 디스커버리 쿨일라 13년,싱글몰트 위스키,43.0,"바닐라, 살구, 잼, 사과, 달콤한, 피트, 짭짤한","케이크, 파인애플, 키위, 바나나, 열대 과일, 몰트","모닥불, 마시멜로, 스모키, 긴 여운, 레몬, 피트"
고든 앤 맥페일 디스커버리 부나하벤 11년,싱글몰트 위스키,43.0,"풍부한, 셰리, 견과류, 바닐라, 토피, 오렌지 마멀레이드","다크 초콜릿, 시나몬, 대추 야자","말린 과일, 견과류, 밀크 초콜릿, 생강, 가벼운 스모키"
고든 앤 맥페일 디스커버리 부나하벤 10년,싱글몰트 위스키,43.0,"바닐라 커스터드, 레몬 제스트, 상큼한, 풀, 가벼운 피트","설탕에 절인 배, 밀크 초콜릿, 가죽, 바다 내음, 짭짤한","우디, 계피, 생강, 스모키, 계피"
고든 앤 맥페일 디스커버리 밀튼더프 10년,싱글몰트 위스키,43.0,"과일, 달콤한, 잘 익은 복숭아, 설탕에 절인 오렌지","밀크 초콜릿, 계피, 은은한 후추, 달콤한","긴 여운, 부드러운, 따뜻한, 무화과, 오크"
고든 앤 맥페일 코노세어 초이스 1993 스카파 28년 CS,싱글몰트 위스키,56.3,"딸기, 과일 케이크, 시나몬, 구운 아몬드","커피 콩, 밀크 초콜릿, 마지팬, 코코아","블랙커런트, 과일, 화이트 페퍼"
크래겐모어 12년,싱글몰트 위스키,40.0,"꽃, 허브, 꿀, 바닐라","몰트, 스모키, 향나무",긴 여운
잭 다니엘스,테네시 위스키,40.0,"달콤한, 바닐라, 과일, 스파이시","캐러멜, 토피, 향신료","부드러운, 그을린 오크, 커피, 긴 여운"
글렌드로낙 12년,싱글몰트 위스키,43.0,"바닐라, 달콤한","건포도, 오크, 사과, 토피, 캐러멜","건포도, 과일, 긴 여운"
글렌모렌지 라산타 12년,싱글몰트 위스키,46.0,"초콜릿, 감귤, 스파이스","초콜릿, 꿀, 호두, 생강, 커피 콩","오렌지, 헤이즐넛, 긴 여운"
글렌피딕 15년,싱글몰트 위스키,40.0,"과일, 꿀, 나무","과일, 스파이스, 셰리, 달콤한","과일, 나무, 스파이스"
맥캘란 12년 셰리 오크,싱글몰트 위스키,40.0,"바닐라, 미묘한","과일, 오크, 스파이스","오크, 달콤한, 과일"
조니워커 블루,블렌디드 위스키,40.0,"꿀, 오렌지, 헤이즐넛","생강, 말린 과일, 다크 초콜릿","부드러운, 스모키, 긴 여운"
틸링 싱글 그레인 아이리쉬 위스키,아이리쉬 싱글 그레인 위스키,46.0,"과일, 바닐라, 스파이시","달콤한, 라즈베리, 블랙베리","부드러운, 타닌"
틸링 스몰 배치 아이리쉬 위스키,아이리쉬 위스키,46.0,"달콤한, 바닐라, 스파이시","말린 과일, 열대 과일, 오크, 캐러멜","달콤한, 스파이시, 오크"
글렌 스코샤 더블 캐스크,싱글몰트 위스키,46.0,"달콤한, 캐러멜, 토피, 사과, 복숭아","스파이시, 달콤한, 민트","깔끔한, 스파이시, 피트, 스모키, 긴 여운"
휘슬피그 15년 라이,라이 위스키,46.0,"캐러멜, 바닐라, 오크, 오렌지","버터스카치, 가죽, 타바코","긴 여운, 풍부한, 따뜻한"
토마틴 12년,싱글몰트 위스키,43.0,"피트, 몰트, 과일","셰리, 사과, 배, 몰트, 버터","부드러운, 달콤한"
글렌 스코샤 빅토리아나 CS,싱글몰트 위스키,54.2,"시트러스, 크렘 브륄레, 캐러멜, 오크",달콤한,"부드러운, 스모키"
글렌고인 12년,싱글몰트 위스키,40.0,"코코넛, 오일리, 꿀, 레몬","생강, 오렌지, 사과",부드러운
더 글렌그란트 10년,싱글몰트 위스키,40.0,"배, 바닐라, 미묘한, 페이스트리, 달콤한","몰트, 프루티","긴 여운, 복합적인"
오켄토션 12년,싱글몰트 위스키,40.0,"캐러멜, 크렘 브륄레, 시트러스, 감귤, 견과류","감귤, 라임, 달콤한, 실키","생강, 상쾌한, 스파이시"
