name,Kind,Alcohol,Aroma,Taste,Finish
쿠보타 만쥬,사케,15.2,"과일, 부드러운, 복합적인, 멜론","복숭아, 꿀, 토피, 후추, 견과류","균형 잡힌, 실키, 부드러운"
햐쿠모쿠 준마이 긴죠,사케,15.0,"곡물, 바나나","약간의 산미, 화려한, 쌀","감칠맛, 깔끔한"
준마이 다이긴죠 더 코키,사케,15.0,"쌀, 감칠맛, 쌀 고유의 단맛","메론, 배","상쾌한, 깔끔한, 부드러운"
키쿠마사무네 시보리다테 실버 팩,사케,14.5,"자몽, 멜론, 백후추","가벼운, 부드러운","긴 여운, 사과, 깨끗한"
고키겐 쵸상,사케,15.0,"달콤한, 은은한, 과일","묵직한, 감칠맛","긴 여운, 풍부한, 향긋한"
하나비라,사케,15.0,"과일, 산뜻한, 상큼한","감칠맛, 상큼한","사과, 산미"
햐쿠모쿠 Alt.3,사케,15.5,"잘 익은 배, 멜론, 누가, 쌀","복합적인, 화려한, 곡물","신선한, 부드러운, 깔끔한"
월계관 나마죠조,사케,13.5,"신선한, 가벼운, 과일","경쾌한, 산뜻한, 감칠맛","깔끔한, 부드러운, 상큼한"
월계관 더 컵,사케,14.0,"과일, 상쾌한, 깔끔한","달콤한, 균형 잡힌, 깊은","깨끗한, 부드러운, 감칠맛"
하쿠시카 혼죠조 팩,사케,15.3,"산뜻한, 향긋한, 부드러운","미디엄 드라이, 상쾌한, 감칠맛","가벼운, 깔끔한, 은은한"
하쿠시카 쿠로마츠 준마이 모치요단,사케,14.5,"가벼운, 은은한, 꽃","부드러운, 섬세한, 감칠맛","깔끔한, 미묘한, 깨끗한"
록카센 스이카노 사케,사케,8.5,"과일, 청량한, 수박","달콤한, 시원한, 상큼한","맑은, 가벼운, 향긋한"
키쿠마사무네 실버 팩,사케,14.5,"자몽, 멜론, 백후추","부드러운, 사과, 깨끗한","긴 여운, 부드러운, 담백한"
노호홍 사케,사케,13.5,"신선한, 은은한, 달콤한","쌀, 부드러운, 담백한","가벼운, 깔끔한, 감칠맛"
오우곤코우시 금박주,사케,13.5,"신선한, 꽃, 사과","담백한, 균형 잡힌, 부드러운","깔끔한, 은은한, 감칠맛"
하쿠시카 긴죠 나마죠조,사케,13.5,"상큼한, 청사과, 바나나","부드러운, 담백한, 깔끔한","풍부한, 산뜻한, 과일"
카미코코로 준긴 후유노츠키,사케,16.0,"화려한, 꽃, 쌀","부드러운, 깊은, 감칠맛","긴 여운, 풍부한, 깔끔한"
니시노세키 쿠니사키 토쿠베츠 혼죠조,사케,15.0,"부드러운, 상큼한, 누룩","진한, 감칠맛, 산미","미묘한, 은은한, 균형 잡힌"
호화 준마이 다이긴죠 천년수,사케,15.5,"과일, 상쾌한, 섬세한","깊은, 깔끔한, 부드러운","균형 잡힌, 가벼운, 감칠맛"
하쿠시카 토쿠베츠 준마이,사케,14.5,"상쾌한, 강렬한, 시트러스","부드러운, 감칠맛, 묵직한","깔끔한, 쌀, 산뜻한"
월계관 죠센 다루사케,사케,15.5,"삼나무, 신선한, 풍부한","쌀, 달콤한, 균형 잡힌","오크, 산미, 가벼운"
월계관 죠센,사케,15.0,"가벼운, 깔끔한, 시트러스","부드러운, 감칠맛, 균형 잡힌","미네랄리티, 산미, 은은한"
카모시비토 쿠헤이지 오두디지,사케,16.0,"풍부한, 꽃","오크, 달콤한","풍부한, 긴 여운,"
카라구치 우오누마 준마이,사케,15.5,"쌀, 누룩, 곡물","쌀 고유의 단맛, 고소한, 배","부드러운, 깔끔한, 미디엄 드라이"
카가미야마 준마이,사케,15.5,"조화로운, 향긋한, 우아한","풍부한, 감칠맛, 곡물","긴 여운, 감칠맛, 은은한"
우메니시키 카타리츠쿠세 준마이긴죠,사케,16.5,"가벼운, 쌀, 과일","부드러운, 산미, 균형 잡힌","깔끔한, 은은한, 향긋한"
텐란잔 카라구치 준마이,사케,15.0,"가벼운, 과일, 은은한","담백한, 감칠맛, 스파이시","긴 여운, 감칠맛, 상쾌한"
키쿠스이 준마이,사케,15.0,"신선한, 선명한, 향긋한","풍부한, 감칠맛, 쌀","깔끔한, 가벼운, 상큼한"
쿠보타 만쥬,사케,15.2,"과일, 부드러운, 복합적인, 멜론","균형 잡힌, 복숭아, 꿀, 토피, 후추, 견과류","균형 잡힌, 부드러운, 실키"
에치고 츠루가메 와인효모 지코 준마이 다이긴죠,사케,13.0,"화사한, 청포도, 흰 꽃","진한, 달콤한, 산미","우아한, 상쾌한, 상큼한"
니고루루루,사케,7.0,"유자, 상큼한, 매실","새콤한, 달콤한, 부드러운","균형 잡힌, 균형 잡힌"
키모토 준마이 다이긴죠 사토노호마레 무로카,사케,15.5,"신선한, 과일, 우아한","깊은, 풍부한, 감칠맛","부드러운, 꽃, 상쾌한"
핑 팩,사케,14.5,"꽃, 상쾌한, 풍부한","감칠맛, 부드러운, 곡물","담백한, 균형 잡힌, 깔끔한"
오제키 스모,사케,13.5,"신선한, 달콤한, 과일","쌀, 깔끔한, 상큼한","부드러운, 은은한, 산뜻한"
스다치 레이슈,"사케, 리큐르",10.0,"레몬, 귤, 라임","상큼한, 시트러스, 산미","가벼운, 깔끔한, 산미"
히카리 마사무네 팩,사케,14.5,"꽃, 쌀, 곡물","담백한, 감칠맛, 향긋한","은은한, 깔끔한, 상쾌한"
고키겐 쵸상,사케,15.5,"쌀, 은은한, 꽃","감칠맛, 부드러운, 쌀 고유의 단맛","가벼운, 고소한, 깔끔한"
오니고로시팩,사케,14.0,"꽃, 은은한, 쌀","산뜻한, 쌀 고유의 단맛, 곡물","부드러운, 깔끔한, 깨끗한"
에치고야 소베이 준마이,사케,15.5,"곡물, 산뜻한, 쌀","깊은, 상쾌한, 쌀 고유의 단맛","미디엄 드라이, 은은한, 긴 여운"
츠루우메 슷빠이,"리큐르, 사케",11.0,"매실, 상큼한, 달콤한","가벼운, 새콤한, 감칠맛","부드러운, 깔끔한, 산미"
온나 나카세 준마이 다이긴죠,사케,16.5,은은한,"건포도, 무화과, 바닐라, 과일","긴 여운, 부드러운"
하쿠쯔루 쿠츠로기노 아마구치,사케,13.5,"라벤더, 부드러운, 은은한","달콤한, 시트러스, 감칠맛","달콤한, 약간의 산미, 과일"
준마이팩,사케,14.5,"산뜻한, 과일, 깊은","담백한, 부드러운, 쌀","진한, 우아한, 긴 여운"
유메노 파이토,사케,13.5,"가벼운, 상큼한, 과일","신선한, 담백한, 감칠맛","쌀, 은은한, 산미"
로크노 죠젠 준마이,사케,10.5,"과일, 부드러운, 상큼한","진한, 달콤한, 감칠맛","긴 여운, 달콤한, 산미"
잇파쿠 스이세이 준마이 긴죠 미야마니시키,사케,16.5,"프루티, 산뜻한, 화려한","달콤한, 깔끔한, 복숭아","배, 사과, 상쾌한"
슈퍼레또,사케,13.5,"과일, 신선한, 흰 꽃","담백한, 가벼운, 상쾌한","개운한, 깔끔한, 감칠맛"
히카리 마사무네 팩,사케,14.5,"깔끔한, 쌀, 순수한","청량감, 부드러운, 쌉쌀한","깨끗한, 담백한, 부드러운"
준마이 클래식,사케,15.5,"진한, 강렬한, 쌀","부드러운, 감칠맛, 깊은","화려한, 은은한, 향긋한"
포폭스 사케 준마이 다이긴죠,사케,16.0,"깨끗한, 순수한, 과일","쌀, 우아한, 미네랄리티","상쾌한, 부드러운"
간바레 오또상 팩,사케,14.5,사과,"새콤한, 달콤한",깔끔한
쿠보타 만쥬,사케,15.5,"과일, 부드러운, 복합적인, 멜론","복숭아, 꿀, 토피, 후추, 견과류, 균형 잡힌","부드러운, 실키, 균형 잡힌"
소호마레 기모토 준마이 다이긴죠,사케,16.0,"우아한, 화려한, 꽃","깊은, 쌀, 감칠맛, 산미","산뜻한, 담백한, 은은한"
아베칸 다이긴죠,사케,15.0,"과일, 화려한, 풍부한","진한, 선명한, 감칠맛","가벼운, 달콤한, 부드러운"
츠루우메 나츠미캉 1.8L,"리큐르, 사케",7.0,"과일, 감귤","달콤한, 감귤, 상큼한, 시트러스","감귤, 상큼한"
오니 레이슈,사케,13.5,"고소한, 향긋한, 꽃","깔끔한, 은은한, 감칠맛","가벼운, 부드러운, 시원한"
히카리 마사무네,사케,14.9,"은은한, 화사한, 꽃","알코올, 고소한, 감칠맛","깔끔한, 부드러운, 가벼운"
키쿠마사무네 시보리다테 다이긴죠,사케,15.5,"풍부한, 과일, 화사한","가벼운, 산미, 감칠맛","부드러운, 은은한, 깔끔한"
잇파쿠 스이세이 프리미엄,사케,16.2,"쌀, 깨끗한, 은은한","드라이한, 산미, 감칠맛","깔끔한, 부드러운, 균형 잡힌"
코자에몽 준마이 유즈,"리큐르, 사케",8.5,"새콤한, 달콤한, 유자","상큼한, 가벼운, 과일 주스","부드러운, 은은한, 고소한"
센킨 오하나미 사쿠라,사케,14.0,"향긋한, 꽃, 쌀","고소한, 은은한, 감칠맛","화려한, 산뜻한, 깔끔한"
키노 2,사케,16.0,"고소한, 버섯, 쌀","향긋한, 쌀 고유의 단맛, 감칠맛","가벼운, 은은한, 부드러운"
타비카 토끼 2023,사케,15.0,"감귤류, 은은한","부드러운, 달콤한, 시트러스","신선한, 감귤, 긴 여운"
키쿠마사무네 시보리다테 준마이 코우조,사케,15.0,"화려한, 강렬한, 향긋한","고소한, 은은한, 감칠맛","가벼운, 깔끔한, 부드러운"
하나미노 죠젠 준마이긴죠,사케,15.5,"향긋한, 화려한, 꽃","쌀 고유의 단맛, 쌉쌀한, 감칠맛","부드러운, 상쾌한, 깔끔한"
쿠보타 만쥬,사케,15.0,"과일, 부드러운, 복합적인, 멜론","균형 잡힌, 복숭아, 꿀, 토피, 후추, 견과류","균형 잡힌, 부드러운, 실키"
네코 사케 프리미엄,사케,13.8,"신선한, 시트러스, 산뜻한","가벼운, 청량한, 깨끗한","부드러운, 깔끔한, 신선한"
오와리 치타노 오니고로시,사케,15.5,"시원한, 깊은","쌉쌀한, 새콤한, 가벼운","감칠맛, 부드러운, 쌉쌀한"
소호마레 모쿠렌 긴죠슈,사케,15.0,"쌀, 시트러스, 은은한","맑은, 부드러운, 스파이시","담백한, 깔끔한, 우아한"
니찌니찌,사케,16.0,"부드러운, 달콤한, 과일","신선한, 달콤한, 은은한","선명한, 산미, 깔끔한"
다나카 65 아와다나카 D 제로 K65,사케,13.0,"상쾌한, 쌀, 멜론","풍부한, 감칠맛, 상쾌한","은은한, 달콤한, 긴 여운"
타비카 준마이 긴죠 말릭 에시드,사케,13.0,"라임, 곡물, 미묘한","사과, 상쾌한, 가벼운","상큼한, 깔끔한, 시트러스"
마스미 혼죠조 토쿠센,사케,15.0,"산뜻한, 은은한, 쌀","우아한, 산미, 곡물","조화로운, 깔끔한, 경쾌한"
쿠보타 나마겐슈,사케,19.0,"과일, 복합적인, 멜론","복숭아, 은은한 후추, 견과류","부드러운, 균형 잡힌, 실키"
오미네 2 그레인,사케,14.5,"흰 꽃, 복숭아, 신선한","쌀, 달콤한, 부드러운","은은한, 향긋한, 균형 잡힌"
잇파쿠 스이세이 준마이 긴죠 미사토니시키,사케,16.0,"쌀, 과일, 산뜻한","프루티, 감칠맛, 농밀한","감칠맛, 신선한, 산뜻한"
준마이 다이긴죠 더 후쿠라,사케,15.0,"풍부한, 과일, 신선한, 은은한","깊은, 부드러운, 쌀","균형 잡힌, 선명한, 깔끔한"
상선여수 신마이신슈노 죠젠 준마이 긴죠,사케,16.5,"신선한, 화려한, 쌀","감칠맛, 경쾌한, 쌀 고유의 단맛","부드러운, 우아한, 깔끔한"
코자에몽 토리 라벨 준마이 긴죠,사케,15.5,"쌀, 감칠맛, 상큼한","부드러운, 가벼운, 유자","부드러운, 풍부한, 깔끔한"
타비카 준마이 긴죠 오마치,사케,16.0,"상쾌한, 화려한, 과일","균형 잡힌, 달콤한, 감칠맛","긴 여운, 산미, 깊은"
타비카 준마이슈,사케,16.0,"싱그러운, 과일, 부드러운","은은한, 쌀, 감칠맛","담백한, 깔끔한, 산미"
아베칸 준마이 카라구치,사케,15.0,"상쾌한, 과일, 산뜻한","담백한, 선명한, 감칠맛","깔끔한, 은은한, 산미"
잇파쿠 스이세이 선데이 백 나인,사케,16.0,"은은한, 부드러운, 과일","풍부한, 매끄러운, 달콤한","산뜻한, 산미, 쌀"
잇파쿠 스이세이 토쿠베츠 준마이 료우신,사케,15.5,"과일, 향긋한, 신선한","풍부한, 쌀, 감칠맛","깔끔한, 부드러운, 조화로운"
다나카 로쿠쥬고,사케,15.0,"부드러운, 잘 익은 과일, 멜론","쌀, 감칠맛, 산미","가벼운, 산뜻한, 쌉쌀한"
이와 5 아쌍블라주 3,사케,15.7,"밝은, 꽃, 백후추","균형 잡힌, 핵과류, 미묘한, 허브","복합적인, 견과류, 민트, 향신료"
